COL_000;COL_001;COL_002;COL_003;Lubricant;COL_005;Observation Type;Observation Date;COL_008;Meter Reading;All Time Meter Reading;Component Age;Observation Interval;days;Observation Rating;Trakka Rating;Lube Age;Live;Lube Drained;Added;Assigned Condition Rating;Condition Review Notes;Further Recommendations;Fault Effect;Reviewed;COL_025;Action Summary;Boro (ppm);Calcio (ppm);Cinc (ppm);Fosforado (ppm);Magnesio (ppm);Molibdeno (ppm);SILICATOS (ppm);Agua (%);Dilución por combustible (%);Hollín JOAP (Abs/cm);Nitración JOAP (Abs/cm);Oxidación JOAP (Abs/cm);Silicio (ppm);Sodio (ppm);Sulfatación JOAP (Abs/cm);Viscosidad @ 100°C (cSt);ISO 4406:1999 > 04µ;ISO 4406:1999 > 06µ;ISO 4406:1999 > 14µ;Aluminio (ppm);Bario (ppm);Cadmio (ppm);Cobre (ppm);Cromo (ppm);Estaño (ppm);Hierro (ppm);Niquel (ppm);Partículas Ferrosas (ppm);Plomo (ppm);Color del Refrigerante;Glycerin (%);Nitrito (ppm);PUNTO DE EBULLICION (°C);Sólidos Totales Disueltos (ppm);Turbidez (NTU);pH;Titanio (ppm);Vanadio (ppm)
COM_0023;ASS_0021;LOC_0001;COM_0001;Terpel MAXTER PROGRESA 15W-40 API CI-4 PLUS;CON_0024;Fluid Analysis;22/06/2024 0:00;OBS_0660;6905,58;10474,08;6905,58;196,9;9;Normal;Warning;;6905,58;No;0;Normal;Seguir Operando;Seguir Operando;No Fault Identified;15/07/2024 17:46;REV_0003;;121,08;1873;;;373,41;77,15;;0;0;4;4;14;3,63;3,27;18;;;;;0,77;;;0,09;0,28;;2,3;;;0,11;;;;;;;;;
COM_0049;ASS_0039;LOC_0001;COM_0002;Terpel MAXTER PROGRESA 15W-40 API CI-4 PLUS;CON_0050;Fluid Analysis;20/06/2024 0:00;OBS_0661;78743,73;79975,76;5106,61;110,5;8;Normal;Warning;;5106,61;No;0;Normal;Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ;;No Fault Identified;24/06/2024 14:56;REV_0004;;103,1;1669;;;317,71;64,91;;0;0;5;4;14;3,07;3,37;19;;;;;0;;;0,28;0,26;0;1,42;;0;0;;;;;;;;;
COM_0036;ASS_0030;LOC_0001;COM_0001;Terpel MAXTER PROGRESA 15W-40 API CI-4 PLUS;CON_0037;Fluid Analysis;20/06/2024 0:00;OBS_0662;37110,8;37110,8;4128,79;140;9;Normal;Warning;;4128,79;No;0;Normal;Seguir Operando , predictores dentro de rango ;Seguir Operando , predictores dentro de rango ;No Fault Identified;16/07/2024 6:53;REV_0003;;99,96;1716;;;324,22;68,45;;0;0;5;4;14;2,72;3,6;19;;;;;0;;;0,38;0,21;0;2,77;;;0;;;;;;;;;
COM_0009;ASS_0008;LOC_0001;COM_0001;Terpel MAXTER PROGRESA 15W-40 API CI-4 PLUS;CON_0009;Fluid Analysis;20/06/2024 0:00;OBS_0663;35849,22;35855,22;6505,72;163,5;11;Normal;Warning;;6505,72;No;0;Normal;Seguir Operando;Seguir Operando;No Fault Identified;15/07/2024 17:46;REV_0003;;111,32;1656;;;341,27;68,67;;0;0;3;4;14;4,32;3,45;19;;;;;0;;;0,16;0,47;;2,82;;;0;;;;;;;;;
COM_0010;ASS_0009;LOC_0001;COM_0001;Terpel MAXTER PROGRESA 15W-40 API CI-4 PLUS;CON_0010;Fluid Analysis;20/06/2024 0:00;OBS_0664;35323,84;35323,84;17149,02;256,7;18;Normal;Warning;;17149,02;No;0;Normal;Seguir Operando;Seguir Operando;No Fault Identified;15/07/2024 17:46;REV_0003;;107,32;1649;;;337,3;71,45;;0;0;5;4;14;3,31;3,12;18;;;;;0;;;0,34;0,25;;2,09;;;0;;;;;;;;;
COM_0038;ASS_0032;LOC_0001;COM_0002;Terpel MAXTER PROGRESA 15W-40 API CI-4 PLUS;CON_0039;Fluid Analysis;20/06/2024 0:00;OBS_0665;22962,84;23033,2;12259,37;470,7;33;Normal;Warning;;12259,37;No;0;Normal;Todos los predictores se encuentran en rango, seguir monitoreando.;;No Fault Identified;24/06/2024 15:24;REV_0004;;73,34;1657;;;310,37;64,1;;0;0;8;6;15;3,19;3,31;20;;;;;0;;;0,95;0,23;0;2,6;;0;0;;;;;;;;;
COM_0046;ASS_0037;LOC_0001;COM_0003;Terpel MAXTER PROGRESA 15W-40 API CI-4 PLUS;CON_0047;Fluid Analysis;19/06/2024 0:00;OBS_0666;73403;76921;9525,67;49;3;Normal;Warning;;9525,67;No;0;Warning;En contra muestra realizada el motor se confirma  condicion del incrmento de hollin en limites de Warning del motor , condicion aun se encuetra en zona de advertencia  el predictor e hollin a disminudio en comparacion de la anterior muestra  , probablemente por rellenos del sistema reserve ;Realizar las siguientes recomendaciones     Evaluar motor Rh repetitivo por Incremento por Hollin    1. Revisar filtros de admsision por saturacion de filtros    2.Cambiar aceite de motor Diesel  por incremento en los niveles de Hollin   3. Revisar funcionamieto del sistema reserve del motor   4.Revisar si existen fugas de aire por cross over de  los turbos del motro   5.tomar una contra muestra de aceite motor ;Abnormal Combustion;19/07/2024 11:08;REV_0003;;69,13;1817;1487;1275;325,96;63,74;;0;0;17;6;15;3,03;3,32;20;;;;;0,31;;;0,9;0,33;0;6,34;;;0;;;;;;;;;
COM_0047;ASS_0037;LOC_0001;COM_0003;Terpel MAXTER PROGRESA 15W-40 API CI-4 PLUS;CON_0048;Fluid Analysis;19/06/2024 0:00;OBS_0667;73403;74687,1;6392,77;49;3;Normal;Warning;;6392,77;No;0;Normal;Seguir Operando ;Seguir Operando ;No Fault Identified;28/06/2024 17:52;REV_0003;;72,91;1712;1455;1227;314,34;68,2;;0;0;12;6;15;2,48;3,46;19;;;;;0,35;;;0,51;0,31;0;6,15;;;0;;;;;;;;;
COM_0021;ASS_0020;LOC_0001;COM_0003;Terpel MAXTER PROGRESA 15W-40 API CI-4 PLUS;CON_0021;Fluid Analysis;19/06/2024 0:00;OBS_0668;60824,1;68561,09;14475,47;108;7;Normal;Warning;;14475,47;No;0;Warning;NIVELES DE HOLLIN  HAN DISMINUIDO SIGNIFICATIVAMENTE POSTERIOR  AL CAMBIO DEL INYECTOR DEL PUESTO #10 ,#14 Y #16 LOS CUALES SE ENCONTRARON CON DIFERENCIAS DE TEMPERATURA CON RESPECTO A LA TEMPERATURA PROMEDIO DEL  BANCO RH , SE TIENE EN SEGUIMIENTO COMPONENTE  EL SEGUIMIENTO , NIVELES DE DILUCION PERMANECEN POR DEBAJO DEL 1%  , POR FALLA EN INSTRUMENTO DEL VISCOSIMETRO NO SE TIENE MEDIDA DE LA VISCOSIDAD PARA CORROBAR NIVEL DE DILUCION DEL MOTOR ;TOMAR MUESTRA DE ACEITE DEL COMPONENTE ;Questionable Sample Results;16/07/2024 11:44;REV_0003;;62,48;1713;1357;1253;315,11;59,71;;0;0,56;20;6;15;3,02;3,3;20;;;;;0,19;;;1,61;0,4;0;6,54;;;0;;;;;;;;;
COM_0022;ASS_0020;LOC_0001;COM_0003;Terpel MAXTER PROGRESA 15W-40 API CI-4 PLUS;CON_0022;Fluid Analysis;19/06/2024 0:00;OBS_0669;60824,1;61160;18870,86;108;7;Normal;Warning;;18870,86;No;0;Normal;PREDICTOR DE COBRE PERMANECE DENTRO DE LIMITES DE MONITOREO Y CONTUA TENDENCIA  EN EL COMPONENTEE , SEGUIR OPERANDO CON SEGUIMIENTO , COBRE PRESENTA LIGERA TENDENCIA  A AUMENTO CON RESPECTO A LA MUESTRA ANTERIOR ., SE SEGUIRA CON EL SEGUIMIENTO CERCANO ;TOMAR MUESTRA EN 100 HORAS ;No Fault Identified;16/07/2024 9:53;REV_0003;;87,38;1681;1376;1256;327,33;65,74;;0;0;8;5;15;3,22;3,11;19;;;;;0;;;2,89;0,2;0;3,7;;;0;;;;;;;;;
COM_0012;ASS_0011;LOC_0001;COM_0002;Terpel MAXTER PROGRESA 15W-40 API CI-4 PLUS;CON_0012;Fluid Analysis;19/06/2024 0:00;OBS_0670;27661,87;27834,85;13960,49;172,2;11;Normal;Warning;;13960,49;No;0;Normal;Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ;;No Fault Identified;24/06/2024 14:57;REV_0004;;102,39;1712;;;304,14;67,53;;0;0;4;4;14;3,45;3,5;19;;;;;0,3;;;0,32;0,16;0;1,47;;0;0;;;;;;;;;
COM_0017;ASS_0016;LOC_0001;COM_0002;Terpel MAXTER PROGRESA 15W-40 API CI-4 PLUS;CON_0023;Fluid Analysis;17/06/2024 0:00;OBS_0671;1767,95;1767,95;1767,95;257,1;16;Normal;Warning;;1767,95;No;0;Normal;Componente con bajas horas de operacion  , equipo nuevo , posible desgaste de asentamiento , seguir operando bajo monitoreo;;No Fault Identified;24/06/2024 15:26;REV_0004;;97,43;1716;;;338,74;71,29;;0;0;5;5;15;2,4;3,36;19;;;;;0;;;0,88;0,14;0;1,92;;0;0;;;;;;;;;
COM_0046;ASS_0037;LOC_0001;COM_0003;Terpel MAXTER PROGRESA 15W-40 API CI-4 PLUS;CON_0047;Fluid Analysis;16/06/2024 0:00;OBS_0672;73354;76872;9476,67;213,5;16;Normal;Critical;;9476,67;No;0;Warning;Ultima muestra con presencia de hollin en el aceite , Predictor permanece en adventencia  correlacionado con los niveles de deegaste del motor. Incremento en los niveles de hollin viene de manera repetitiva en el motor  correlacionado con el incremento en los niveles de silicio correlacionado con la baja en la presion de resfuerxo en el motor;Realizar las siguientes recomendaciones     Evaluar motor Rh repetitivo por Incremento por Hollin    1. Revisar filtros de admsision por saturacion de filtros    2.Cambiar aceite de motor Diesel  por incremento en los niveles de Hollin   3. Revisar funcionamieto del sistema reserve del motor   4.Revisar si existen fugas de aire por cross over de  los turbos del motro   5.tomar una contra muestra de aceite motor ;Abnormal Combustion;19/07/2024 11:04;REV_0003;Action: Inspeccionar si hay fuentes de alto Nivel Hollin (Priority: 3 - Acción en el siguiente Servicio (Máximo 21 días))  Status: Accepted  Acceptance Notes on 2024-07-25 16:54:49 by DMartinez:  SE ACEPTA LA RECOMENDACION    Action: Cambiar de aceite y filtros (Priority: 3 - Acción en el siguiente Servicio (Máximo 21 días))  Status: Accepted  Acceptance Notes on 2024-07-25 16:54:49 by DMartinez:  SE ACEPTA LA RECOMENDACION    ;74,87;1770;1450;1330;347,52;69,9;;0;0,1;16;6;15;10,14;3,91;20;;;;;1,87;;;1,04;0,28;0;16,84;;;0;;;;;;;;;
COM_0047;ASS_0037;LOC_0001;COM_0003;Terpel MAXTER PROGRESA 15W-40 API CI-4 PLUS;CON_0048;Fluid Analysis;16/06/2024 0:00;OBS_0673;73354;74638,1;6343,77;213,5;16;Normal;Warning;;6343,77;No;0;Normal;SEGUIR OPERANDO COMPONENTE , PREDICTORES EN SEGUIMIENTO ;;No Fault Identified;16/07/2024 11:53;REV_0003;;80,11;1794;1526;1359;362,44;72,55;;0;0;11;6;15;3,07;3,44;20;;;;;0,06;;;0,45;0,33;0;5,25;;;0;;;;;;;;;
COM_0029;ASS_0026;LOC_0001;COM_0002;Terpel MAXTER PROGRESA 15W-40 API CI-4 PLUS;CON_0030;Fluid Analysis;16/06/2024 0:00;OBS_0674;6526,38;9007,48;6526,38;705,7;52;Normal;Critical;;6526,38;No;0;Normal;Se realiza segjuimiento y esta viscocidad no es representativa para determinar falla, seguir monitoreando de cerca.;;No Fault Identified;19/06/2024 16:10;REV_0004;;72,6;1785;;;328,5;68,34;;0;0;9;7;17;3,64;3,86;21;;;;;0,62;;;0,25;0,39;0;4,84;;0;0;;;;;;;;;
COM_0030;ASS_0027;LOC_0001;COM_0003;Terpel MAXTER PROGRESA 15W-40 API CI-4 PLUS;CON_0031;Fluid Analysis;16/06/2024 0:00;OBS_0675;6194,62;8029,42;6194,62;833,9;50;Normal;Warning;;6194,62;No;0;Warning;Seguir Operando,  Correlacion de los niveles de Siliciio y aluminio es probablemente relacionado a una contaminacion cruzada al momento de la toma de muestra , predictores se encuentran dentro de rango;Seguir Operando ;Questionable Sample Results;19/07/2024 14:39;REV_0003;;99,38;1771;1552;1335;350,38;72,97;;0;0;6;5;15;4,52;3,34;19;;;;;0,61;;;0,23;0,25;0;5,78;;;0;;;;;;;;;
COM_0031;ASS_0027;LOC_0001;COM_0003;Terpel MAXTER PROGRESA 15W-40 API CI-4 PLUS;CON_0032;Fluid Analysis;16/06/2024 0:00;OBS_0676;6194,62;8029,42;6194,62;833,9;50;Normal;Critical;;6194,62;No;0;Warning;Incremento en los niveles  de silicio y aluminio en el motor , condiicon se encuentra correlacionado con posible entrada de tierra sin embargo no se  correlaciona con incrmeento en los niveles de degaste del motor , se realiza contramuestra para validar  condicion udentificada ;Tomar muestra ;Questionable Sample Results;19/07/2024 17:07;REV_0003;Action: Tomar muestra de aceite (Priority: 1 - Acción dentro de la Parada Actual Programada (Máxi)  Status: Accepted  Acceptance Notes on 2024-07-25 16:54:50 by DMartinez:  SE ACEPTA LA RECOMENDACION    ;92,09;1678;1471;1220;303,94;68,1;;0;0;7;5;15;6,04;3,85;19;;;;;2,06;;;0,4;0,28;0;3,68;;;0;;;;;;;;;
COM_0041;ASS_0034;LOC_0001;COM_0003;Terpel MAXTER PROGRESA 15W-40 API CI-4 PLUS;CON_0042;Fluid Analysis;15/06/2024 0:00;OBS_0677;77587,4;85754,74;14020,82;98,8;7;Normal;Warning;;14020,82;No;0;Normal;Seguir Operando ;Seguir Operando ;No Fault Identified;28/06/2024 17:52;REV_0003;;67,65;1685;1287;1125;337,51;55,07;;0;0;10;5;14;3,26;2,33;19;;;;;0,71;;;0,29;0,04;0,87;2,82;;;0,44;;;;;;;;;
COM_0042;ASS_0034;LOC_0001;COM_0003;Terpel MAXTER PROGRESA 15W-40 API CI-4 PLUS;CON_0043;Fluid Analysis;15/06/2024 0:00;OBS_0678;77587,4;85718,64;14020,82;98,8;7;Normal;Warning;;14020,82;No;0;Normal;Seguir Operando ;Seguir Operando ;No Fault Identified;28/06/2024 17:52;REV_0003;;65,65;1612;1226;1126;325,51;51,76;;0;0;9;5;14;3,72;2,37;18;;;;;1,57;;;0,31;0,07;0,79;8,92;;;0,15;;;;;;;;;
COM_0006;ASS_0005;LOC_0001;COM_0002;Terpel MAXTER PROGRESA 15W-40 API CI-4 PLUS;CON_0006;Fluid Analysis;15/06/2024 0:00;OBS_0679;61672,85;61672,85;61672,85;851;57;Normal;Warning;;61672,85;No;0;Normal;Seguir Operando , bajo monitoreo ;;No Fault Identified;19/06/2024 16:24;REV_0004;;84,83;1723;;;382,39;63,66;;0;0;5;5;14;3,48;2,5;19;;;;;0,86;;;0,14;0,04;1,39;1,86;;0;0,12;;;;;;;;;
COM_0034;ASS_0029;LOC_0001;COM_0003;Terpel MAXTER PROGRESA 15W-40 API CI-4 PLUS;CON_0035;Fluid Analysis;15/06/2024 0:00;OBS_0680;58658,44;59391,54;11208,31;111,6;7;Normal;Warning;;11208,31;No;0;Normal;Seguir Operando , predictores se encuentran dentro de rango  , en muestra anterior se evidencia incremento en los niveles de hollin a niveles criticos  , durante la inspeccion del motor no se encontro una condiciion como causa raiz de la condicion ;;Abnormal Combustion;19/07/2024 11:25;REV_0003;;65;1698;1296;1233;363,53;55,41;;0;0;12;5;15;2,76;2,23;19;;;;;0,76;;;0,65;0,13;0,6;5,49;;;0;;;;;;;;;
COM_0035;ASS_0029;LOC_0001;COM_0003;Terpel MAXTER PROGRESA 15W-40 API CI-4 PLUS;CON_0036;Fluid Analysis;15/06/2024 0:00;OBS_0681;58658,44;59391,54;4044,76;111,6;7;Normal;Warning;;4044,76;No;0;Normal;PREDICTOR EN HOLLIN CON TENDENCIA INCRMENTAL AUN EN RANGO DE OPERACION , METALES DE DEGASTE PERMANECEN DENTRO DE LIMITES CONDENATORIOS , EQUIPO ESTA PROXIMO A ENTRAR A PM EN DONDE POR RUTA SE LE REALIZARA EL CMABIO DE ACEITE AL COMPONENTE , SE REOMIENDA SEGUIR OPERANDO CON MONITOREO  Y REALIZAR EL CMABIO DE  ACEITE EN EL PROXIMO PM  POER DEGRADACION NORMAL DEL ACEITE ;PREDICTOR EN HOLLIN CON TENDENCIA INCRMENTAL AUN EN RANGO DE OPERACION , METALES DE DEGASTE PERMANECEN DENTRO DE LIMITES CONDENATORIOS , EQUIPO ESTA PROXIMO A ENTRAR A PM EN DONDE POR RUTA SE LE REALIZARA EL CMABIO DE ACEITE AL COMPONENTE , SE REOMIENDA SEGUIR OPERANDO CON MONITOREO  Y REALIZAR EL CMABIO DE  ACEITE EN EL PROXIMO PM  POER DEGRADACION NORMAL DEL ACEITE ;No Fault Identified;18/07/2024 11:33;REV_0003;;63,99;1783;1378;1233;359,98;56,85;;0;0;13;5;15;3,18;2,57;19;;;;;1,04;;;0,87;0,13;0,58;9,14;;;0,65;;;;;;;;;
COM_0043;ASS_0035;LOC_0001;COM_0003;Terpel MAXTER PROGRESA 15W-40 API CI-4 PLUS;CON_0044;Fluid Analysis;15/06/2024 0:00;OBS_0682;27761,08;30922,18;9380,97;190,5;11;Normal;Critical;;9380,97;No;0;Warning;MUESTRAS CON PRESENCIA DE HOLLIN POR FUERA DE RANGOS PERMIISIBLES , CONDICION SE ESTA CORRELACIONANDO CON EL INCREMENTO EN LOS PREDICTORES DE HIERRO Y PLOMO , EQUIPO SE ENCUENTRA EN PM DE 2000 HORAS CON INTERVENCION DE CAMBIO DE ACIETE  Y FRILTROS DE ADMISION , SE REQUIERE REALIZAR SEGUIMEINTO AL PREDICTOR DE HOLLIN ;SEGUIR OPERANDO , TENER EN SEGUIMEINTO PREDICTOR DE HOLLIN ;Abnormal Combustion;19/07/2024 10:38;REV_0003;;33,78;1911;1387;1224;403;57,97;;0;0;28;7;17;3,63;2,79;21;;;;;1,26;;;0,71;0,23;;9,86;;;2,59;;;;;;;;;
COM_0044;ASS_0035;LOC_0001;COM_0003;Terpel MAXTER PROGRESA 15W-40 API CI-4 PLUS;CON_0045;Fluid Analysis;15/06/2024 0:00;OBS_0683;27761,08;30457,36;8916,15;152;9;Normal;Critical;;8916,15;No;0;Normal;Muetras con incremento en el predictor de Hollin y oxidacion en aumento , posibel degradacion del aciete por horas de operacion , niveles de degaste con tendencia de aumento , se recomienda cambiar aceite en el proximo Pm ;;Fluid Condition Deteriorating;19/07/2024 12:00;REV_0003;;41,62;1850;1440;1269;397,01;60,56;;0;0;21;6;16;3,54;3,58;20;;;;;0,91;;;0,94;0,31;;21,1;;;1,69;;;;;;;;;
COM_0045;ASS_0036;LOC_0001;COM_0001;Terpel MAXTER PROGRESA 15W-40 API CI-4 PLUS;CON_0046;Fluid Analysis;14/06/2024 0:00;OBS_0684;5708,49;5708,49;5708,49;507,5;27;Normal;Warning;;5708,49;No;0;Normal;Seguir Operando;Seguir Operando;No Fault Identified;15/07/2024 17:46;REV_0003;;106,41;1649;;;316,15;65,12;;0;0;3;4;14;3,66;3,25;19;;;;;0,58;;;0,28;0,32;;2,02;;;0;;;;;;;;;
COM_0019;ASS_0018;LOC_0001;COM_0002;Terpel MAXTER PROGRESA 15W-40 API CI-4 PLUS;CON_0019;Fluid Analysis;13/06/2024 0:00;OBS_0685;64716,52;67963,79;4612,59;100,7;10;Normal;Unrated;;4612,59;No;0;Normal;Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ;;No Fault Identified;19/06/2024 13:04;REV_0004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COM_0015;ASS_0014;LOC_0001;COM_0002;Terpel MAXTER PROGRESA 15W-40 API CI-4 PLUS;CON_0015;Fluid Analysis;13/06/2024 0:00;OBS_0686;23393,17;23454,27;7557,85;145,6;9;Normal;Warning;;7557,85;No;0;Warning;ya se abrio una ot para el muestreo de este componente;;No Fault Identified;19/06/2024 13:22;REV_0004;;98,73;1630;;;307,82;64,52;;0;0;6;5;15;2,9;3,19;19;;;;;0;;;0,28;0,26;0;2,19;;2;0;;;;;;;;;
COM_0037;ASS_0031;LOC_0001;COM_0002;Terpel MAXTER PROGRESA 15W-40 API CI-4 PLUS;CON_0038;Fluid Analysis;13/06/2024 0:00;OBS_0687;16250,76;16604,56;10994,65;505,2;32;Normal;Warning;;10994,65;No;0;Warning;El predictor del Hollín se disparó en advertencia.;"Asistente, abre una OT tipo TR con P3 y las siguientes recomendaciones:    1.	Aplicar test de Hollín al Motor recomendado por cummins  2.	Cambiar aceite y filtros   3.	Corte filtro y verifica presencia de material particulado.  ";No Fault Identified;19/06/2024 16:05;REV_0004;;80,88;1771;;;334,69;66,19;;0;0;11;5;15;2,2;3,58;19;;;;;0;;;0,34;0,32;0;3,13;;1;0;;;;;;;;;
COM_0023;ASS_0021;LOC_0001;COM_0001;Terpel MAXTER PROGRESA 15W-40 API CI-4 PLUS;CON_0024;Fluid Analysis;13/06/2024 0:00;OBS_0688;6708,68;10277,18;6708,68;528,4;28;Normal;Warning;;6708,68;No;0;Normal;Seguir Operando;Seguir Operando;No Fault Identified;15/07/2024 17:46;REV_0003;;95,11;1658;;;302,47;64,13;;0;0;5;4;14;2,37;3,53;18;;;;;0,02;;;0,27;0,51;;2,82;;;0;;;;;;;;;
COM_0049;ASS_0039;LOC_0001;COM_0002;Terpel MAXTER PROGRESA 15W-40 API CI-4 PLUS;CON_0050;Fluid Analysis;12/06/2024 0:00;OBS_0689;78633,23;79865,26;4996,11;824,1;67;Normal;Warning;;4996,11;No;0;Warning;El predictor del Hollín,oxidacion  se disparó en advertencia.;"El predictor del Hollín se disparó en advertencia.    Asistente, abre una OT tipo TR con P3 y las siguientes recomendaciones:    1.	Aplicar test de Hollín al Motor recomendado por cummins  2.	Cambiar aceite y filtros   3.	Corte filtro y verifica presencia de material particulado.    Alejandro/Jhonessy pendiente al resultado de la prueba y retroalimentación de los hallazgos.  ";No Fault Identified;19/06/2024 13:06;REV_0004;;88,93;1664;;;320,57;64,57;;0;0;10;5;15;2,8;3,22;19;;;;;0,73;;;0,83;0,65;0;2,7;;2;0;;;;;;;;;
COM_0021;ASS_0020;LOC_0001;COM_0003;Terpel MAXTER PROGRESA 15W-40 API CI-4 PLUS;CON_0021;Fluid Analysis;12/06/2024 0:00;OBS_0690;60716,1;68453,09;14367,47;210,1;14;Normal;Warning;;14367,47;No;0;Warning;NIVELES DE HOLLIN  HAN DISMINUIDO SIGNIFICATIVAMENTE POSTERIOR  AL CAMBIO DEL INYECTOR DEL PUESTO #10 ,#14 Y #16 LOS CUALES SE ENCONTRARON CON DIFERENCIAS DE TEMPERATURA CON RESPECTO A LA TEMPERATURA PROMEDIO DEL  BANCO RH , SE TIENE EN SEGUIMIENTO COMPONENTE  EL SEGUIMIENTO , NIVELES DE DILUCION PERMANECEN POR DEBAJO DEL 1%  , POR FALLA EN INSTRUMENTO DEL VISCOSIMETRO NO SE TIENE MEDIDA DE LA VISCOSIDAD PARA CORROBAR NIVEL DE DILUCION DEL MOTOR ;TOMAR MUESTRA DE ACEITE DEL COMPONENTE ;Questionable Sample Results;16/07/2024 11:44;REV_0003;;65,28;1612;1380;1222;383,23;60,14;;0;0,59;12;5;14;4,37;2,26;19;;;;;0,87;;;0,98;0,07;1,15;4,31;;;0,36;;;;;;;;;
COM_0022;ASS_0020;LOC_0001;COM_0003;Terpel MAXTER PROGRESA 15W-40 API CI-4 PLUS;CON_0022;Fluid Analysis;12/06/2024 0:00;OBS_0691;60716,1;61052;18762,86;210,1;14;Normal;Warning;;18762,86;No;0;Warning;PREDICTOR DE COBRE ENTRO DENTRO DE LIMITES DE MONITOREO Y CONTUA TENDENCIA A LA BAJA  EN EL COMPONENTEE , SEGUIR OPERANDO CON SEGUIMIENTO ;TOMAR MUESTRA DE SEGUIMIENTO ;High Wear Metals;16/07/2024 9:43;REV_0003;;75,63;1612;1290;1220;354,39;56,15;;0;0,34;6;5;14;2,89;2,23;19;;;;;0,83;;;1,76;0,12;0,48;2,24;;;0,78;;;;;;;;;
COM_0011;ASS_0010;LOC_0001;COM_0001;Terpel MAXTER PROGRESA 15W-40 API CI-4 PLUS;CON_0011;Fluid Analysis;12/06/2024 0:00;OBS_0692;22637,75;22637,75;22637,75;197,2;11;Normal;Warning;;22637,75;No;0;Normal;Seguir Operando;Seguir Operando;No Fault Identified;15/07/2024 17:46;REV_0003;;86,65;1448;;;247,64;56,97;;0;0,34;3;4;13;2,6;3,01;18;;;;;0,28;;;0,14;0,48;;2,38;;;0,18;;;;;;;;;
COM_0027;ASS_0024;LOC_0001;COM_0002;Terpel MAXTER PROGRESA 15W-40 API CI-4 PLUS;CON_0028;Fluid Analysis;12/06/2024 0:00;OBS_0693;15981,49;16215,92;16215,92;137,2;9;Normal;Warning;;16215,92;No;0;Warning;Equipo se mantendra en seguimiento, parametro en condicones normales;;No Fault Identified;19/06/2024 16:06;REV_0004;;104,84;1710;;;356,29;69,26;;0;0;5;5;15;4,08;2,94;19;;;;;0,58;;;0,28;0,25;0;1,73;;0;0;;;;;;;;;
COM_0018;ASS_0017;LOC_0001;COM_0001;Terpel MAXTER PROGRESA 15W-40 API CI-4 PLUS;CON_0018;Fluid Analysis;11/06/2024 0:00;OBS_0694;34927,38;74612,01;8411,06;195,5;9;Normal;Warning;;8411,06;No;0;Normal;Seguir Operando;Seguir Operando;No Fault Identified;15/07/2024 17:46;REV_0003;;79,61;1710;;;352,22;55,67;;0;0;5;4;14;1,83;2,32;19;;;;;0,51;;;0,17;0,13;;1,44;;;0,22;;;;;;;;;
COM_0036;ASS_0030;LOC_0001;COM_0001;Terpel MAXTER PROGRESA 15W-40 API CI-4 PLUS;CON_0037;Fluid Analysis;11/06/2024 0:00;OBS_0695;36970,8;36970,8;3988,79;186,8;12;Normal;Warning;;3988,79;No;0;Normal;Seguir Operando ;Seguir Operando ;No Fault Identified;15/07/2024 18:12;REV_0003;;77,9;1765;;;357,02;55,39;;0;0;7;4;14;2,78;2,48;19;;;;;0,74;;;0,43;0,28;0,52;3,76;;;0,19;;;;;;;;;
COM_0007;ASS_0006;LOC_0001;COM_0001;Terpel MAXTER PROGRESA 15W-40 API CI-4 PLUS;CON_0007;Fluid Analysis;10/06/2024 0:00;OBS_0696;36148,6;36999,5;6892,75;566,4;32;Normal;Warning;;6892,75;No;0;Warning;Motor Presenta tendencia en el predictor de cromo con una correlacion tipo fuerte con el predictor de aluminio , ambos metales se encuentran presentes en las camisas de los cilindros   , no se eviedencia presencia de contaminantes en el motor , predictores de silicio , Hollin Sodio se encuentran dentro de limitess de operacion, se recomenda seguir con el moniitoreo del componente  y tendencia de los metales de desgaste;  Tomar muestra   Monitorear consumo de aceite   Descargar datos del Scully ;High Wear Metals;19/07/2024 15:30;REV_0003;Action: Tomar muestra de aceite (Priority: 2 - Acción dentro de las dos Paradas Programadas (Máxi)  Status: Accepted  Acceptance Notes on 2024-07-25 16:54:50 by DMartinez:  SE ACEPTA LA RECOMENDACION    ;99,27;1588;;;269,35;64,09;;0;0;5;4;14;6,33;4,12;19;;;;;0,21;;;0,28;1,13;;4,65;;;0;;;;;;;;;
COM_0009;ASS_0008;LOC_0001;COM_0001;Terpel MAXTER PROGRESA 15W-40 API CI-4 PLUS;CON_0009;Fluid Analysis;9/06/2024 0:00;OBS_0697;35685,72;35691,72;6342,22;655,8;34;Normal;Warning;;6342,22;No;0;Normal;SEGUIR OPERANDO ;;No Fault Identified;16/07/2024 11:47;REV_0003;;75,36;1664;;;361,48;60,82;;0;0;5;5;15;2,38;2,34;19;;;;;0,91;;;0,12;0,44;;3,75;;;0,06;;;;;;;;;
