Component ID,Asset ID,Flota,Location,Component Profile,Lubricant,Connection Code,Observation Type,Observation Date,Observation Code,Meter Reading,All Time Meter Reading,Component Age,Observation Interval,days,Observation Rating,Rule Based Rating,Lube Age,Live,Lube Drained,Added,Assigned Condition Rating,Condition Review Notes,Further Recommendations,Fault Effect,Reviewed,Reviewer,Action Summary,Boro (ppm),Calcio (ppm),Cinc (ppm),Fosforado (ppm),Magnesio (ppm),Molibdeno (ppm),SILICATOS (ppm),Agua (%),Dilución por combustible (%),Hollín JOAP (Abs/cm),Nitración JOAP (Abs/cm),Oxidación JOAP (Abs/cm),Silicio (ppm),Sodio (ppm),Sulfatación JOAP (Abs/cm),Viscosidad @ 100°C (cSt),ISO 4406:1999 > 04µ,ISO 4406:1999 > 06µ,ISO 4406:1999 > 14µ,Aluminio (ppm),Bario (ppm),Cadmio (ppm),Cobre (ppm),Cromo (ppm),Estaño (ppm),Hierro (ppm),Niquel (ppm),Partículas Ferrosas (ppm),Plomo (ppm),Color del Refrigerante,Glycerin (%),Nitrito (ppm),PUNTO DE EBULLICION (°C),Sólidos Totales Disueltos (ppm),Turbidez (NTU),pH,Titanio (ppm),Vanadio (ppm)
Component_ID_40,Asset_ID_28,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_44,Fluid Analysis,2024-09-02,Observation_Code_3161,62729.25,62729.25,62729.25,314.7,25.0,Normal,Warning,,62729.25,No,0,Normal,"Todos los predictores en rango normal, seguir monitoreando",,No Fault Identified,2024-09-13 00:55:24,Reviewer_8,,88.45,1725.0,,,303.72,58.69,,0.0,0.0,8.0,5.0,15.0,3.56,4.04,19.0,,,,,0.67,,,0.27,0.28,0.0,2.29,,1.0,0.0,,,,,,,,,
Component_ID_36,Asset_ID_24,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_40,Fluid Analysis,2024-09-02,Observation_Code_2952,17200.66,30489.83,24879.92,292.6,20.0,Normal,Warning,,24879.92,No,0,Normal,"Todos los predictores en rango normal, seguir monitoreando",,No Fault Identified,2024-09-13 00:55:24,Reviewer_8,,96.62,1682.0,,,314.51,62.72,,0.0,0.0,7.0,5.0,15.0,3.74,3.57,19.0,,,,,0.51,,,0.27,0.2,0.0,2.7,,2.0,0.0,,,,,,,,,
Component_ID_34,Asset_ID_22,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_38,Fluid Analysis,2024-09-02,Observation_Code_2779,24852.6,25037.3,16266.82,188.6,12.0,Normal,Warning,,16266.82,No,0,Normal,"Todos los predictores en rango normal, seguir monitoreando",,No Fault Identified,2024-09-13 00:55:24,Reviewer_8,,117.81,1635.0,,,309.15,64.09,,0.0,0.0,3.0,4.0,14.0,6.16,3.91,19.0,,,,,0.84,,,0.18,0.16,0.0,1.77,,0.0,0.0,,,,,,,,,
Component_ID_38,Asset_ID_26,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_42,Fluid Analysis,2024-09-02,Observation_Code_3105,17022.44,17074.84,4458.09,234.2,15.0,Normal,Warning,,4458.09,No,0,Normal,"Todos los predictores en rango normal, seguir monitoreando",,No Fault Identified,2024-09-13 00:55:24,Reviewer_8,,106.27,1733.0,,,333.56,64.92,,0.0,0.0,6.0,5.0,14.0,4.67,3.73,19.0,,,,,0.98,,,0.43,0.25,0.0,3.95,,1.0,0.0,,,,,,,,,
Component_ID_15,Asset_ID_8,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_18,Fluid Analysis,2024-09-02,Observation_Code_1636,7341.82,9176.62,7341.82,364.3,26.0,Normal,Critical,,7341.82,No,0,Normal,Seguir Operando,,No Fault Identified,2024-09-11 21:53:08,Reviewer_1,,85.09,1752.0,1519.0,1261.0,295.83,60.53,,0.0,0.13,10.0,6.0,16.0,3.77,4.22,20.0,14.68,,,,0.7,,,0.18,0.28,0.0,5.34,,,0.0,,,,,,,,,
Component_ID_16,Asset_ID_8,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_17,Fluid Analysis,2024-09-02,Observation_Code_1602,7341.82,9176.62,7341.82,364.3,26.0,Normal,Critical,,7341.82,No,0,Normal,Seguir Operando,,No Fault Identified,2024-09-11 21:53:08,Reviewer_1,,87.05,1834.0,1558.0,1273.0,318.07,62.61,,0.0,0.0,10.0,6.0,16.0,4.5,4.46,20.0,14.675,,,,0.81,,,0.18,0.28,0.0,6.27,,,0.0,,,,,,,,,
Component_ID_9,Asset_ID_5,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_10,Fluid Analysis,2024-09-01,Observation_Code_1095,60381.45,60871.67,17618.52,248.6,15.0,Normal,Critical,,17618.52,No,0,Critical,"Motor con disminucion importante en la presion de descaraga de los turbos  del motor diesel #1 , Condicion puede estar relacionada con  incremento en el predicto de Hollin en las muestras de aceite . ",Tomar muestra de aceite   inspeccionar por saturacion los filtros de aceite motor   Inspeccionar si los sensores de restriccion de filtros estan conectado  y habilitados   Inspeccionar si el sistema reseve esta habilitado y trabajando adecuadamente   ,Abnormal Combustion,2024-09-04 09:36:28,Reviewer_1,Action: Inspeccionar si hay fuentes de alto Nivel Hollin (Priority: 1 - Acción dentro de la Parada Actual Programada (Máxi)  Status: Recommended      ,63.04,1862.0,1501.0,1351.0,375.25,69.15,,0.0,0.2,24.0,7.0,17.0,4.7,3.63,21.0,,,,,0.8,,,1.83,0.39,0.0,12.93,,,0.0,,,,,,,,,
Component_ID_10,Asset_ID_5,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_9,Fluid Analysis,2024-09-01,Observation_Code_980,60381.45,60871.67,18842.15,248.6,15.0,Normal,Critical,,18842.15,No,0,Critical,"Diferencia de presion de descarga se encuentra en 3 PSI , La caida en la presion de descrga de los turbos se debe principalmente a que los puestos #6 y #8 del Banco Rh del motor  , se recomienda cambiar estos inyectores y realizar seguimiento posterior a la intervencion ",Cambiar iyectores del puesto #6 y#8,Abnormal Combustion,2024-09-04 09:44:02,Reviewer_1,Action: Inspeccionar si hay fuentes de alto Nivel Hollin (Priority: 1 - Acción dentro de la Parada Actual Programada (Máxi)  Status: Recommended      ,59.77,1961.0,1464.0,1276.0,345.52,63.78,,0.0,0.0,28.0,6.0,17.0,3.8,3.46,21.0,,,,,0.66,,,1.25,0.32,0.0,8.83,,,0.0,,,,,,,,,
Component_ID_25,Asset_ID_13,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_29,Fluid Analysis,2024-08-30,Observation_Code_1852,81433.56,81814.66,4316.25,92.0,43.0,Normal,Warning,,4316.25,No,0,Normal,"Predictores en rangos normales, seguir monitoreando de cerca.",,No Fault Identified,2024-09-13 01:02:59,Reviewer_8,,87.89,1750.0,,,322.02,62.47,,0.0,0.07,8.0,6.0,15.0,4.79,3.46,20.0,,,,,0.91,,,0.67,0.28,0.0,3.35,,4.0,0.0,,,,,,,,,
Component_ID_28,Asset_ID_16,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_32,Fluid Analysis,2024-08-30,Observation_Code_2152,65638.6,67552.79,17185.68,4.1,3.0,Normal,Warning,,17185.68,No,0,Normal,"Predictores en rangos normales, seguir monitoreando de cerca.",,No Fault Identified,2024-09-13 01:02:31,Reviewer_8,,99.4,1691.0,,,274.13,56.14,,0.0,0.0,4.0,5.0,15.0,6.18,3.78,19.0,,,,,1.11,,,0.23,0.29,0.0,1.9,,,0.02,,,,,,,,,
Component_ID_4,Asset_ID_2,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_3,Fluid Analysis,2024-08-29,Observation_Code_329,74479.4,77997.4,10602.07,70.6,5.0,Normal,Warning,,10602.07,No,0,Warning,"Motor con incremento en los niveles de Hollin repetitivo , condicion se esta correlacionada por  diferencia en la presion de los turbos cargadores   y Falla en el inyector numero #9 del Banco Lh ",Cambiar Inyector #9 del Motor Lh ,Abnormal Combustion,2024-09-04 09:48:42,Reviewer_1,Action: Cambiar de aceite y filtros (Priority: 2 - Acción dentro de las dos Paradas Programadas (Máxi)  Status: Recommended      Action: Inspeccionar si hay fuentes de alto Nivel Hollin (Priority: 2 - Acción dentro de las dos Paradas Programadas (Máxi)  Status: Recommended      ,91.31,1869.0,1621.0,1289.0,344.71,68.78,,0.0,0.0,16.0,5.0,15.0,4.02,3.36,19.0,,,,,0.59,,,0.42,0.25,0.0,4.52,,,0.0,,,,,,,,,
Component_ID_11,Asset_ID_6,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_12,Fluid Analysis,2024-08-29,Observation_Code_1304,59309.24,60042.34,11859.11,181.4,41.0,Normal,Critical,,11859.11,No,0,Warning,"Incremento en los niveles de Silicio sin correlacion con aluminio , posible contaminacion al momento de la toma de muestra  , los niveles de desgaste no se encuentran por fuera de rango , Tomar contra muestra para validar resultados ",Tomar muestra de seguimiento ,Questionable Sample Results,2024-09-04 10:05:37,Reviewer_1,Action: Tomar muestra de aceite (Priority: 1 - Acción dentro de la Parada Actual Programada (Máxi)  Status: Recommended      ,123.32,1716.0,1526.0,1236.0,336.65,69.88,,0.0,0.0,4.0,4.0,14.0,6.16,3.33,19.0,,,,,1.22,,,0.3,0.25,0.0,3.49,,,0.0,,,,,,,,,
Component_ID_12,Asset_ID_6,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_11,Fluid Analysis,2024-08-29,Observation_Code_1200,59309.24,60042.34,4695.56,181.4,41.0,Normal,Warning,,4695.56,No,0,Normal,"Seguir Operando , predictores en rango de monitoreo","Seguir Operando , predictores en rango de monitoreo",No Fault Identified,2024-09-04 09:29:09,Reviewer_1,,116.77,1701.0,1535.0,1239.0,330.04,67.55,,0.0,0.0,5.0,4.0,14.0,5.82,3.44,19.0,,,,,0.37,,,0.47,0.26,0.0,4.83,,,0.24,,,,,,,,,
Component_ID_32,Asset_ID_20,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_36,Fluid Analysis,2024-08-28,Observation_Code_2558,28674.37,28847.35,14972.99,30.0,2.0,Normal,Warning,,14972.99,No,0,Normal,"Todos los predictores en rango normal, seguir monitoreando de cerca.",,No Fault Identified,2024-09-03 10:13:58,Reviewer_8,,105.64,1709.0,,,339.75,66.89,,0.0,0.0,4.0,5.0,15.0,4.61,3.01,19.0,,,,,0.46,,,0.4,0.26,0.0,2.06,,0.0,0.0,,,,,,,,,
Component_ID_17,Asset_ID_9,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_22,Fluid Analysis,2024-08-28,Observation_Code_1718,6532.27,7883.87,6532.27,257.5,19.0,Normal,Warning,,6532.27,No,0,Normal,Seguir Operando ,,No Fault Identified,2024-09-02 09:12:49,Reviewer_1,,111.64,1756.0,1594.0,1306.0,351.78,67.33,,0.0,0.0,6.0,5.0,15.0,4.96,3.11,19.0,,,,,0.82,,,0.41,0.2,0.0,3.36,,,0.0,,,,,,,,,
Component_ID_18,Asset_ID_9,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_21,Fluid Analysis,2024-08-28,Observation_Code_1685,6532.27,7883.87,6532.27,257.5,19.0,Normal,Warning,,6532.27,No,0,Normal,Seguir Operando ,,No Fault Identified,2024-09-02 09:12:49,Reviewer_1,,103.74,1674.0,1398.0,1285.0,310.49,57.93,,0.0,0.0,6.0,5.0,14.0,4.2,3.45,19.0,,,,,0.66,,,0.21,0.35,0.0,3.35,,,0.0,,,,,,,,,
Component_ID_1,Asset_ID_1,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_2,Fluid Analysis,2024-08-27,Observation_Code_215,78455.6,86622.94,14889.02,117.4,8.0,Normal,Warning,,14889.02,No,0,Normal,"SEGUIR OPERANDO , PREDICTORES EN RANGO DE MONITOREO ","SEGUIR OPERANDO , PREDICTORES EN RANGO DE MONITOREO",No Fault Identified,2024-09-02 09:19:17,Reviewer_1,,107.26,1711.0,1492.0,1242.0,323.72,66.59,,0.0,0.0,9.0,5.0,14.0,4.7,3.34,19.0,,,,,0.64,,,0.34,0.22,0.0,4.62,,,0.0,,,,,,,,,
Component_ID_2,Asset_ID_1,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_1,Fluid Analysis,2024-08-27,Observation_Code_105,78455.6,86586.84,14889.02,117.4,8.0,Normal,Warning,,14889.02,No,0,Normal,"SEGUIR OPERANDO , PREDICTORES EN RANGO DE MONITOREO ","SEGUIR OPERANDO , PREDICTORES EN RANGO DE MONITOREO",No Fault Identified,2024-09-02 09:19:17,Reviewer_1,,106.87,1697.0,1483.0,1217.0,309.09,65.79,,0.0,0.0,7.0,4.0,14.0,4.43,3.33,19.0,,,,,0.55,,,0.27,0.15,0.0,4.64,,,0.0,,,,,,,,,
Component_ID_28,Asset_ID_16,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_32,Fluid Analysis,2024-08-27,Observation_Code_2151,65634.5,67548.69,17181.58,687.1,45.0,Normal,Warning,,17181.58,No,0,Normal,"Todos los predictores en rango normal, seguir monitoreando de cerca.",,No Fault Identified,2024-09-03 10:13:58,Reviewer_8,,120.56,1697.0,,,337.32,71.32,,0.0,0.0,4.0,4.0,14.0,6.2,3.08,19.0,,,,,0.64,,,0.18,0.16,0.0,1.95,,0.0,0.0,,,,,,,,,
Component_ID_51,Asset_ID_39,Flota_3,Location_1,Component_Profile_4,Lubricant_1,Connection_Code_58,Fluid Analysis,2024-08-27,Observation_Code_3738,36630.84,36630.84,18456.02,290.6,15.0,Normal,Warning,,18456.02,No,0,Normal,Seguir Operando ,Seguir Operando ,No Fault Identified,2024-09-02 09:20:48,Reviewer_1,,106.28,1632.0,,,301.02,66.43,,0.0,0.0,4.0,4.0,14.0,3.82,3.76,19.0,,,,,0.55,,,1.23,0.35,,2.83,,,0.0,,,,,,,,,
Component_ID_39,Asset_ID_27,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_43,Fluid Analysis,2024-08-27,Observation_Code_3140,7637.78,10118.88,7637.78,311.6,20.0,Normal,Critical,,7637.78,No,0,Normal,"Predictores en rangos normales, seguir monitoreando de cerca.",,No Fault Identified,2024-09-13 01:00:58,Reviewer_8,,81.37,1844.0,,,345.75,68.0,,0.0,0.4,10.0,7.0,17.0,3.84,3.54,21.0,,,,,0.96,,,0.53,0.31,0.0,4.59,,1.0,0.0,,,,,,,,,
Component_ID_26,Asset_ID_14,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_30,Fluid Analysis,2024-08-26,Observation_Code_1945,84206.34,84887.04,24247.71,84.3,5.0,Normal,Critical,,24247.71,No,0,Warning,"El predictor de Hollin esta en rango critico, se tomara contra muestra para corroborar tendencia ya que no venia con este sintoma.",,Abnormal Combustion,2024-09-16 13:44:29,Reviewer_8,Action: Tomar muestra de aceite (Priority: 0 - Acción requerida Inmediatamente )  Status: Recommended      ,57.94,1746.0,,,348.0,54.77,,0.0,0.0,15.0,6.0,17.0,3.2,2.87,21.0,,,,,1.1,,,0.81,0.22,0.0,5.04,,0.0,0.0,,,,,,,,,
Component_ID_53,Asset_ID_41,Flota_3,Location_1,Component_Profile_4,Lubricant_1,Connection_Code_61,Fluid Analysis,2024-08-26,Observation_Code_3978,37585.3,38436.2,8329.45,299.1,14.0,Normal,Warning,,8329.45,No,0,Normal,Seguir Operando ,,No Fault Identified,2024-09-04 10:12:37,Reviewer_1,,96.41,1794.0,,,312.2,63.34,,0.0,0.0,8.0,5.0,15.0,5.0,4.13,20.0,,,,,0.93,,,0.36,2.01,,7.86,,,0.0,,,,,,,,,
Component_ID_32,Asset_ID_20,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_36,Fluid Analysis,2024-08-26,Observation_Code_2557,28644.37,28817.35,14942.99,58.7,4.0,Normal,Critical,,14942.99,No,0,Normal,"Todos los predictores en rango normal, seguir monitoreando de cerca.",,No Fault Identified,2024-09-03 11:15:02,Reviewer_8,,60.2,1602.0,,,320.59,51.34,,0.0,0.0,8.0,6.0,17.0,3.72,2.82,21.0,,,,,0.88,,,0.66,0.14,0.0,3.21,,0.0,0.0,,,,,,,,,
Component_ID_33,Asset_ID_21,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_37,Fluid Analysis,2024-08-25,Observation_Code_2672,24548.07,24609.17,8712.75,536.6,34.0,Normal,Warning,,8712.75,No,0,Normal,"Predictores en rango normal, seguir monitoreando de cerca",,No Fault Identified,2024-08-29 22:13:50,Reviewer_8,,95.33,1674.0,,,306.02,60.98,,0.0,0.0,7.0,5.0,15.0,3.98,3.16,19.0,,,,,0.36,,,0.19,0.28,0.0,3.19,,2.0,0.0,,,,,,,,,
Component_ID_37,Asset_ID_25,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_41,Fluid Analysis,2024-08-25,Observation_Code_3030,16778.19,17012.62,17012.62,527.6,50.0,Normal,Warning,,17012.62,No,0,Normal,"Predictores en rango normal, seguir monitoreando de cerca",,No Fault Identified,2024-08-29 22:13:50,Reviewer_8,,114.02,1610.0,,,313.7,63.16,,0.0,0.0,2.0,4.0,14.0,6.0,2.99,19.0,,,,,0.39,,,0.23,0.2,0.0,2.71,,0.0,0.0,,,,,,,,,
Component_ID_42,Asset_ID_30,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_46,Fluid Analysis,2024-08-25,Observation_Code_3210,4143.89,4143.89,4143.89,246.4,16.0,Normal,Critical,,4143.89,No,0,Normal,"Aceite cambiado, volver a muestrear.",,No Fault Identified,2024-08-29 22:14:32,Reviewer_8,,90.35,1586.0,,,296.72,60.89,,0.0,0.0,5.0,5.0,16.0,4.18,3.17,20.0,,,,,0.34,,,0.18,0.24,0.0,2.33,,0.0,0.0,,,,,,,,,
Component_ID_27,Asset_ID_15,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_31,Fluid Analysis,2024-08-24,Observation_Code_2047,79643.13,80875.16,6006.01,191.1,12.0,Normal,Warning,,6006.01,No,0,Normal,"Predictores en rango normal, seguir monitoreando de cerca",,No Fault Identified,2024-08-29 22:13:50,Reviewer_8,,81.34,1858.0,,,361.23,59.59,,0.0,0.0,9.0,5.0,14.0,3.47,2.42,19.0,,,,,0.91,,,0.28,0.13,0.79,2.44,,1.0,0.0,,,,,,,,,
Component_ID_4,Asset_ID_2,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_3,Fluid Analysis,2024-08-24,Observation_Code_328,74408.8,77926.8,10531.47,323.7,25.0,Normal,Warning,,10531.47,No,0,Critical,"Motor Rh presenta condicion en el  inyector en el puesto #9  , el cual se encuntra por fuerra generando una caida en la presion de los turbos  y por ende una combustion rica en combustible , condicion se correlaciona con el incrmento en los niveles de Hollin , se recomienda cambiar el inyector por condicion 01313437",Cambiar inyector del puesto #9,Abnormal Combustion,2024-08-27 13:45:42,Reviewer_1,Action: Inspeccionar si hay fuentes de alto Nivel Hollin (Priority: 1 - Acción dentro de la Parada Actual Programada (Máxi)  Status: Accepted  Acceptance Notes on 2024-08-28 15:42:01 by DMartinez:      ,74.05,1794.0,1325.0,1159.0,331.41,54.24,,0.0,0.3,12.0,5.0,15.0,2.98,2.65,19.0,,,,,0.93,,,0.44,0.47,0.49,2.89,,,0.41,,,,,,,,,
Component_ID_3,Asset_ID_2,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_4,Fluid Analysis,2024-08-24,Observation_Code_438,74408.8,75692.9,7398.57,323.7,25.0,Normal,Warning,,7398.57,No,0,Normal,Seguir Operando ,,No Fault Identified,2024-08-27 13:46:36,Reviewer_1,,74.82,1891.0,1501.0,1139.0,360.48,59.83,,0.0,0.0,8.0,5.0,15.0,3.05,2.49,19.0,,,,,0.79,,,0.57,0.19,1.0,3.49,,,0.0,,,,,,,,,
Component_ID_43,Asset_ID_31,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_47,Fluid Analysis,2024-08-24,Observation_Code_3229,2897.65,5215.5,5215.5,5.2,1.0,Normal,Critical,,5215.5,No,0,Normal,"Aceite cambiado, volver a muestrear.",,No Fault Identified,2024-08-29 22:14:42,Reviewer_8,,64.18,1815.0,,,355.57,58.72,,0.0,0.29,8.0,6.0,17.0,2.01,2.21,21.0,,,,,0.79,,,0.38,0.18,0.69,2.72,,1.0,0.0,,,,,,,,,
Component_ID_50,Asset_ID_38,Flota_3,Location_1,Component_Profile_4,Lubricant_1,Connection_Code_56,Fluid Analysis,2024-08-23,Observation_Code_3614,36887.22,36893.22,7543.72,167.9,12.0,Normal,Critical,,7543.72,No,0,Normal,Seguir Operando ,,No Fault Identified,2024-08-26 08:33:19,Reviewer_1,,71.98,1871.0,,,345.14,57.3,,0.0,0.0,6.0,6.0,16.0,2.06,2.59,20.0,,,,,0.82,,,0.17,0.37,,2.77,,,0.0,,,,,,,,,
Component_ID_43,Asset_ID_31,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_47,Fluid Analysis,2024-08-23,Observation_Code_3228,2892.45,5210.3,5210.3,2454.65,5.0,Normal,Critical,,5210.3,No,0,Normal,"Aceite cambiado, volver a muestrear",,No Fault Identified,2024-09-03 10:59:51,Reviewer_8,,81.78,1765.0,,,326.58,65.18,,0.0,0.0,8.0,6.0,17.0,3.11,3.21,21.0,,,,,0.68,,,0.57,0.24,0.0,3.31,,0.0,0.0,,,,,,,,,
Component_ID_32,Asset_ID_20,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_36,Fluid Analysis,2024-08-22,Observation_Code_2556,28585.67,28758.65,14884.29,67.8,4.0,Normal,Critical,,14884.29,No,0,Normal,"Todos los predictores en rango normal, seguir monitoreando de cerca.",,No Fault Identified,2024-08-26 17:35:17,Reviewer_8,,76.62,1758.0,,,332.32,66.17,,0.0,0.0,8.0,6.0,17.0,5.38,3.39,21.0,,,,,0.85,,,0.88,0.33,0.0,4.24,,0.0,0.0,,,,,,,,,
Component_ID_26,Asset_ID_14,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_30,Fluid Analysis,2024-08-21,Observation_Code_1944,84122.04,84802.74,24163.41,340.5,28.0,Normal,Warning,,24163.41,No,0,Unrated,,,No Fault Identified,2024-08-26 10:52:43,Reviewer_1,,76.71,1852.0,,,357.0,63.85,,0.0,0.46,12.0,6.0,16.0,3.53,3.21,20.0,15.347,,,,0.79,,,0.85,0.41,0.0,4.72,,2.0,0.0,,,,,,,,,
Component_ID_34,Asset_ID_22,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_38,Fluid Analysis,2024-08-21,Observation_Code_2778,24664.0,24848.7,16078.22,15.7,1.0,Normal,Unrated,,16078.22,No,0,Normal,"Todos los predictores en rango normal, seguir monitoreando.",,No Fault Identified,2024-08-26 12:52:44,Reviewer_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Component_ID_56,Asset_ID_44,Flota_3,Location_1,Component_Profile_4,Lubricant_1,Connection_Code_65,Fluid Analysis,2024-08-21,Observation_Code_4243,6957.09,6957.09,6957.09,382.8,19.0,Normal,Warning,,6957.09,No,0,Normal,Seguir Operando ,,No Fault Identified,2024-08-26 08:33:19,Reviewer_1,,96.89,1717.0,,,314.32,63.88,,0.0,0.0,6.0,4.0,14.0,4.13,3.39,19.0,15.128,,,,0.7,,,0.3,1.47,,8.16,,,0.0,,,,,,,,,
Component_ID_13,Asset_ID_7,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_14,Fluid Analysis,2024-08-20,Observation_Code_1564,28790.28,31951.38,10410.17,506.5,32.0,Normal,Warning,,10410.17,No,0,Normal,"Aceite con incrmento en los niveles de oxidacion , Equpo esta proximo a entrar a PM en donde se realizaran  el cambio de aceite por horas ","Aceite con incrmento en los niveles de oxidacion , Equpo esta proximo a entrar a PM en donde se realizaran  el cambio de aceite por horas ",Fluid Condition Deteriorating,2024-08-26 08:35:26,Reviewer_1,,70.73,1819.0,1504.0,1186.0,402.28,67.97,,0.0,0.0,13.0,5.0,15.0,2.98,2.23,19.0,14.87,,,,0.98,,,0.17,0.17,,4.75,,,0.0,,,,,,,,,
Component_ID_14,Asset_ID_7,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_13,Fluid Analysis,2024-08-20,Observation_Code_1435,28790.28,31486.56,9945.35,352.4,22.0,Normal,Critical,,9945.35,No,0,Normal,"Aceite con incrmento en los niveles de oxidacion , Equpo esta proximo a entrar a PM en donde se realizaran  el cambio de aceite por horas ","Aceite con incrmento en los niveles de oxidacion , Equpo esta proximo a entrar a PM en donde se realizaran  el cambio de aceite por horas ",Fluid Condition Deteriorating,2024-08-26 08:35:26,Reviewer_1,,61.89,1905.0,1589.0,1218.0,408.99,66.48,,0.0,0.0,14.0,6.0,16.0,2.32,2.36,20.0,14.72,,,,0.99,,,0.53,0.24,,10.44,,,0.39,,,,,,,,,
Component_ID_34,Asset_ID_22,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_38,Fluid Analysis,2024-08-20,Observation_Code_2777,24648.3,24833.0,16062.52,64.1,9.0,Normal,Warning,,16062.52,No,0,Normal,"Todos los predictores en rango normal, seguir monitoreando.",,No Fault Identified,2024-08-26 12:55:13,Reviewer_8,,97.61,1745.0,,,402.13,69.94,,0.0,0.0,5.0,4.0,14.0,4.6,2.13,19.0,15.066,,,,0.88,,,0.29,0.1,0.81,1.91,,0.0,0.0,,,,,,,,,
Component_ID_55,Asset_ID_43,Flota_3,Location_1,Component_Profile_4,Lubricant_1,Connection_Code_64,Fluid Analysis,2024-08-20,Observation_Code_4204,23887.65,23887.65,23887.65,354.0,20.0,Normal,Warning,,23887.65,No,0,Normal,Seguir Operando ,,No Fault Identified,2024-08-26 08:33:19,Reviewer_1,,80.5,1801.0,,,388.03,66.29,,0.0,0.0,5.0,5.0,15.0,3.07,2.3,19.0,15.178,,,,0.94,,,0.18,0.35,,2.9,,,0.0,,,,,,,,,
Component_ID_1,Asset_ID_1,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_2,Fluid Analysis,2024-08-19,Observation_Code_214,78338.2,86505.54,14771.62,593.0,38.0,Normal,Critical,,14771.62,No,0,Warning,"Motor con incremento en los niveles de Hollin , condicion correlacionado  con falla del inyector #8 #9 , #16  del Motor Lh , Condicion esta generando Diferencia de presion de Turbos en Motor causando una mala combustion en el Motor Lh . Esta condicion es critica en el motor , se Genean las Ordenes de trabajo SH210285 -Cambio de Inyectores por Condicion. + Cambio de aceite por condicion de Alto Hollin=01311620",Cambio de Inyectores por Condicion.SH210285 + Cambio de aceite por condicion de Alto Hollin=01311620,Abnormal Combustion,2024-08-26 10:38:14,Reviewer_1,Action: Inspeccionar si hay fuentes de alto Nivel Hollin (Priority: 1 - Acción dentro de la Parada Actual Programada (Máxi)  Status: Completed  Completion Notes on 2024-08-26 16:38:35 by cerrejon_web_service:      Action: Cambiar de aceite y filtros (Priority: 1 - Acción dentro de la Parada Actual Programada (Máxi)  Status: Completed  Completion Notes on 2024-08-26 16:38:35 by cerrejon_web_service:      ,57.73,1967.0,1591.0,1289.0,361.21,67.51,,0.0,0.0,35.0,7.0,16.0,4.9,3.75,21.0,15.146,,,,1.62,,,1.52,0.42,0.0,12.26,,,0.0,,,,,,,,,
